summonerId1,summonerElo1,latence1,duration1,temps_exécution1,summonerId2,summonerElo2,latence2,duration2,temps_exécution2
50588,279,49,0,1,140038,636,61,0,0
136449,659,98,0,0,80707,1353,38,0,0
128452,173,63,0,0,108098,2097,42,0,0
102972,1222,22,0,1,96573,951,56,0,0
73092,1220,43,0,0,92502,1636,25,0,0
84841,886,35,0,8,132259,1173,58,0,0
142026,690,54,0,10,107901,939,27,0,0
147734,657,38,0,2,81445,1678,33,0,0
114189,1097,35,0,1,144373,1480,30,0,0
148761,1314,56,0,2,143953,2341,40,0,0
51561,1321,36,0,5,98931,1686,44,0,0
121060,1983,38,0,1,144519,920,41,0,0
130429,1590,48,0,0,145790,1419,40,0,0
104153,871,36,0,0,38871,1531,48,0,0
107664,1363,60,0,6,57024,240,134,0,0
114237,2167,60,0,4,81392,737,44,0,0
76924,1517,70,0,4,129515,366,45,0,0
110630,902,82,0,8,5318,813,17,0,0
116583,1532,40,0,2,70696,621,35,0,0
76799,660,17,0,1,71509,1178,23,0,0
112945,1111,76,0,4,97589,952,45,0,0
8285,831,104,0,6,140860,1603,72,0,0
114518,945,84,0,5,97814,447,44,0,0
109199,1361,62,0,10,109517,1816,43,0,0
134851,1537,43,0,3,131187,1442,111,0,0
36529,2172,25,0,1,116287,1539,54,0,0
95881,978,39,0,3,108251,898,61,0,0
128067,1904,30,0,0,5745,1197,68,0,0
120745,1811,73,0,2,142845,1439,43,0,1
142804,1944,60,0,3,148132,1143,35,0,0
78953,2044,23,0,1,106717,2426,43,0,0
98646,489,45,0,0,115652,2426,41,0,0
37171,937,45,0,1,107479,1285,33,0,0
149789,677,36,0,7,113048,823,29,0,1
15163,1618,27,0,0,89661,1837,20,0,0
128112,725,32,0,0,95102,1830,45,0,0
148370,1891,49,0,0,118020,924,37,0,0
64115,1075,50,0,1,55117,698,39,0,0
77211,1133,63,0,0,119009,1159,28,0,0
16157,1446,65,0,0,106750,130,29,0,0
141597,1637,38,0,0,95190,1604,18,0,0
